,Year,County,None,D0,D1,D2,D3,D4,Unnamed: 0,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
533,2018,Humboldt County,48.97886792,51.02113208,20.72075472,0.232830189,0,0,31,135768,38,45528,26747,26957,19.85519415
534,2018,Imperial County,0,100,98.66188679,74.02792453,51.11622642,0,47,180216,32.4,45834,17590,41191,22.85646114
535,2018,Inyo County,6.368867925,93.63113208,9.341698113,0,0,0,4,18085,45.7,52874,31540,1792,9.908764169
536,2018,Kern County,1.644716981,98.35528302,79.1990566,9.525283019,0,0,14,883053,31.5,52479,22553,187232,21.20280436
537,2018,Kings County,0,100,90.56603774,11.32075472,0,0,10,150075,31.7,53865,21186,28084,18.71331001
538,2018,Lake County,21.54415094,78.45584906,46.39509434,0,0,0,7,64148,45.6,42475,25404,13224,20.61482821
539,2018,Lassen County,69.78396226,30.21603774,9.28754717,0,0,0,45,31185,36,56362,21897,2933,9.405162738
540,2018,Los Angeles County,0,100,98.05,74.10226415,0.520188679,0,54,10098052,36.2,64251,32469,1589956,15.74517541
541,2018,Madera County,12.82528302,87.17471698,23.90792453,6.266037736,0,0,33,155013,33.9,52884,21394,30549,19.70737938
542,2018,Marin County,46.0954717,53.9045283,9.900566038,0,0,0,38,260295,46.5,110217,69275,19341,7.43041549
543,2018,Mariposa County,25.83075472,74.16924528,15.10830189,0.020377358,0,0,1,17540,51.4,51199,29776,2435,13.88255416
544,2018,Mendocino County,41.86943396,58.13056604,21.51396226,0,0,0,53,87422,42.8,49233,27395,15877,18.16133239
545,2018,Merced County,5.805660377,94.19433962,18.09471698,0.018113208,0,0,0,269075,30.9,50129,21634,59660,22.17225681
546,2018,Modoc County,44.83528302,55.16471698,8.730754717,3.306792453,0,0,2,8938,47.7,45149,23235,1435,16.05504587
547,2018,Mono County,53.49811321,46.50188679,4.460566038,0,0,0,23,14174,38.3,63018,33421,1454,10.25821927
548,2018,Monterey County,16.48830189,83.51169811,17.53377358,0.37245283,0,0,27,433212,34.1,66676,28836,58699,13.549717
549,2018,Napa County,29.44339623,70.55660377,21.3209434,0,0,0,49,140530,41.1,84753,42677,11168,7.947057568
550,2018,Nevada County,54.06509434,45.93490566,4.142641509,0,0,0,52,99092,50.1,63240,37145,11169,11.2713438
551,2018,Orange County,0,100,99.91603774,77.06943396,0,0,15,3164182,37.8,85398,39590,359503,11.36164102
552,2018,Placer County,58.68,41.32,4.250754717,0,0,0,39,380077,41.9,84357,41508,30293,7.970227086
553,2018,Plumas County,68.26981132,31.73018868,11.32075472,0,0,0,11,18699,52.2,53270,32710,2146,11.47654955
554,2018,Riverside County,0,100,93.05471698,57.45849057,9.261320755,0,36,2383286,35.3,63948,27142,345724,14.50619019
555,2018,Sacramento County,69.94,30.06,6.083018868,0,0,0,25,1510023,36,63902,31311,235982,15.62770898
556,2018,San Benito County,2.098490566,97.90150943,12.32735849,0,0,0,24,59416,35.5,81977,31475,5459,9.187760872
557,2018,San Bernardino County,0,100,82.44792453,24.06396226,0.71245283,0,37,2135413,33.1,60164,23956,359080,16.81548253
558,2018,San Diego County,0,100,92.20754717,62.73698113,1.309811321,0,29,3302833,35.6,74855,36156,403190,12.20739892
559,2018,San Francisco County,43.43641509,56.56358491,5.700566038,0,0,0,28,870044,38.2,104552,64157,92979,10.6867009
560,2018,San Joaquin County,63.67981132,36.32018868,6.602830189,0,0,0,21,732212,34.1,61145,26145,114294,15.60941367
561,2018,San Luis Obispo County,0.474528302,99.5254717,82.24773585,35.29566038,0,0,12,281455,39.1,70699,35832,35303,12.5430353
562,2018,San Mateo County,42.96358491,57.03641509,10.16264151,0,0,0,19,765935,39.6,113776,57375,53387,6.970173709
563,2018,Santa Barbara County,0,100,99.96886792,84.71584906,3.09509434,0,6,443738,33.7,71657,34229,63010,14.19982061
564,2018,Santa Clara County,28.25811321,71.74188679,11.32075472,0,0,0,55,1922200,37,116178,52451,149850,7.795754864
565,2018,Santa Cruz County,40.13113208,59.86886792,11.32075472,0,0,0,34,273765,37.4,78041,39001,37429,13.67194492
566,2018,Shasta County,35.69754717,64.30245283,23.16320755,0,0,0,40,179085,41.8,50905,27983,30186,16.85568306
567,2018,Sierra County,65.63509434,34.36490566,10.80377358,0,0,0,50,2930,55.5,48125,31972,241,8.225255973
568,2018,Siskiyou County,18.47735849,81.52264151,36.53188679,18.20528302,2.664150943,0,56,43540,48,44200,28130,8374,19.2328893
569,2018,Solano County,19.04811321,80.95188679,8.024528302,0,0,0,41,438530,37.9,77609,33700,44427,10.13089184
570,2018,Sonoma County,46.5409434,53.4590566,11.09886792,0,0,0,46,501317,41.7,76753,39929,50714,10.11615405
571,2018,Stanislaus County,23.01471698,76.98528302,10.98037736,0,0,0,5,539301,34,57387,25101,86066,15.95880594
572,2018,Sutter County,36.31150943,63.68849057,11.90339623,0,0,0,18,95872,35.7,56955,26070,15181,15.83465454
573,2018,Tehama County,22.61471698,77.38528302,30.24264151,0,0,0,43,63373,40.9,42899,23126,13464,21.24564089
574,2018,Trinity County,30.01962264,69.98037736,37.26867925,3.149811321,0,0,35,12862,51.8,38497,25964,2491,19.36712797
575,2018,Tulare County,10.0654717,89.9345283,29.72886792,5.873207547,0,0,30,460477,30.8,47518,20421,115786,25.14479551
576,2018,Tuolumne County,39.85396226,60.14603774,8.411320755,0,0,0,20,53932,48.4,56493,33685,6715,12.45086405
577,2018,Ventura County,0,100,100,82.00396226,9.78,0,16,848112,37.9,84017,36891,80058,9.439555153
578,2018,Yolo County,19.07207547,80.92792453,30.08849057,0,0,0,51,214977,31,65923,32598,40583,18.87783344
579,2018,Yuba County,38.32754717,61.67245283,10.61113208,0,0,0,44,75493,32.5,52624,23867,13298,17.6148782
580,2019,Alameda County,82.24519231,17.75480769,3.821346154,0,0,0,48,1656754,37.6,99406,47314,161581,9.752866147
581,2019,Alameda County,82.24519231,17.75480769,3.821346154,0,0,0,48,1656754,37.6,99406,47314,161581,9.752866147
582,2019,Alpine County,86.25173077,13.74826923,0,0,0,0,17,1039,52.2,63750,36739,205,19.73051011
583,2019,Alpine County,86.25173077,13.74826923,0,0,0,0,17,1039,52.2,63750,36739,205,19.73051011
584,2019,Amador County,86.45769231,13.54230769,0,0,0,0,42,38429,50.5,62772,31987,3451,8.980197247
585,2019,Amador County,86.45769231,13.54230769,0,0,0,0,42,38429,50.5,62772,31987,3451,8.980197247
586,2019,Butte County,82.69230769,17.30769231,7.692307692,0,0,0,29,225817,37.1,52537,29506,41974,18.58761741
587,2019,Butte County,82.69230769,17.30769231,7.692307692,0,0,0,29,225817,37.1,52537,29506,41974,18.58761741
588,2019,Calaveras County,87.70173077,12.29826923,0,0,0,0,37,45514,52,63158,33456,5147,11.30860834
589,2019,Calaveras County,87.70173077,12.29826923,0,0,0,0,37,45514,52,63158,33456,5147,11.30860834
590,2019,Colusa County,83.99307692,16.00692308,2.866153846,0,0,0,27,21454,35.3,59401,26932,2774,12.92998975
591,2019,Colusa County,83.99307692,16.00692308,2.866153846,0,0,0,27,21454,35.3,59401,26932,2774,12.92998975
592,2019,Contra Costa County,84.53461538,15.46538462,0,0,0,0,3,1142251,39.7,99716,48178,98595,8.631640506
593,2019,Contra Costa County,84.53461538,15.46538462,0,0,0,0,3,1142251,39.7,99716,48178,98595,8.631640506
594,2019,Del Norte County,82.74461538,17.25538462,13.55326923,0.168461538,0,0,57,27495,39.5,45283,23674,4760,17.31223859
595,2019,Del Norte County,82.74461538,17.25538462,13.55326923,0.168461538,0,0,57,27495,39.5,45283,23674,4760,17.31223859
596,2019,El Dorado County,85.33134615,14.66865385,0,0,0,0,11,188563,45.9,83377,42749,15643,8.295901105
597,2019,El Dorado County,85.33134615,14.66865385,0,0,0,0,11,188563,45.9,83377,42749,15643,8.295901105
598,2019,Fresno County,80.82769231,19.17230769,3.63,0,0,0,33,984521,32.2,53969,24422,218254,22.16854694
599,2019,Fresno County,80.82769231,19.17230769,3.63,0,0,0,33,984521,32.2,53969,24422,218254,22.16854694
600,2019,Glenn County,83.24153846,16.75846154,4.726153846,0,0,0,28,27976,36.4,49633,22668,4818,17.22190449
601,2019,Glenn County,83.24153846,16.75846154,4.726153846,0,0,0,28,27976,36.4,49633,22668,4818,17.22190449
602,2019,Humboldt County,81.54115385,18.45884615,9.706346154,0.001538462,0,0,16,135940,38.4,48041,28769,26674,19.62189201
603,2019,Humboldt County,81.54115385,18.45884615,9.706346154,0.001538462,0,0,16,135940,38.4,48041,28769,26674,19.62189201
604,2019,Imperial County,43.45096154,56.54903846,16.01865385,2.043076923,0,0,47,180701,32.4,47622,18018,41100,22.74475515
605,2019,Imperial County,43.45096154,56.54903846,16.01865385,2.043076923,0,0,47,180701,32.4,47622,18018,41100,22.74475515
606,2019,Inyo County,74.60365385,25.39634615,5.853269231,0,0,0,4,17977,45.8,57316,32590,1635,9.094954664
607,2019,Inyo County,74.60365385,25.39634615,5.853269231,0,0,0,4,17977,45.8,57316,32590,1635,9.094954664
608,2019,Kern County,78.57346154,21.42653846,6.523269231,0,0,0,34,887641,31.6,53350,23326,179980,20.27621527
609,2019,Kern County,78.57346154,21.42653846,6.523269231,0,0,0,34,887641,31.6,53350,23326,179980,20.27621527
610,2019,Kings County,78.23134615,21.76865385,7.692307692,0,0,0,30,150691,31.8,57848,22373,24725,16.40774831
611,2019,Kings County,78.23134615,21.76865385,7.692307692,0,0,0,30,150691,31.8,57848,22373,24725,16.40774831
612,2019,Lake County,80.72730769,19.27269231,7.692307692,0,0,0,43,64195,45.6,47040,27362,11753,18.30827946
613,2019,Lake County,80.72730769,19.27269231,7.692307692,0,0,0,43,64195,45.6,47040,27362,11753,18.30827946
614,2019,Lassen County,88.02115385,11.97884615,6.310769231,0,0,0,45,30818,36.6,56352,22134,2830,9.182945032
615,2019,Lassen County,88.02115385,11.97884615,6.310769231,0,0,0,45,30818,36.6,56352,22134,2830,9.182945032
616,2019,Los Angeles County,78.71653846,21.28346154,9.614038462,2.853269231,0.136538462,0,54,10081570,36.5,68044,34156,1480446,14.68467709
617,2019,Los Angeles County,78.71653846,21.28346154,9.614038462,2.853269231,0.136538462,0,54,10081570,36.5,68044,34156,1480446,14.68467709
618,2019,Madera County,83.66211538,16.33788462,0.951538462,0,0,0,18,155433,34.1,57585,22853,29273,18.83319501
619,2019,Madera County,83.66211538,16.33788462,0.951538462,0,0,0,18,155433,34.1,57585,22853,29273,18.83319501
620,2019,Marin County,81.81307692,18.18692308,5.762307692,0,0,0,23,259943,46.8,115246,72466,18349,7.058855211
621,2019,Marin County,81.81307692,18.18692308,5.762307692,0,0,0,23,259943,46.8,115246,72466,18349,7.058855211
622,2019,Mariposa County,88.74480769,11.25519231,0,0,0,0,1,17420,51.7,48820,28757,2616,15.01722158
623,2019,Mariposa County,88.74480769,11.25519231,0,0,0,0,1,17420,51.7,48820,28757,2616,15.01722158
624,2019,Mendocino County,79.70173077,20.29826923,7.692307692,0,0,0,53,87224,43.1,51416,29035,15251,17.48486655
625,2019,Mendocino County,79.70173077,20.29826923,7.692307692,0,0,0,53,87224,43.1,51416,29035,15251,17.48486655
626,2019,Merced County,80.65980769,19.34019231,5.353846154,0,0,0,0,271382,31.1,53672,23011,56217,20.71508059
627,2019,Merced County,80.65980769,19.34019231,5.353846154,0,0,0,0,271382,31.1,53672,23011,56217,20.71508059
628,2019,Modoc County,78.62307692,21.37692308,3.572307692,0.837692308,0,0,2,8907,47.8,45507,22843,1618,18.16548782
629,2019,Modoc County,78.62307692,21.37692308,3.572307692,0.837692308,0,0,2,8907,47.8,45507,22843,1618,18.16548782
630,2019,Mono County,83.44365385,16.55634615,0,0,0,0,8,14310,37.7,62260,34552,1713,11.9706499
631,2019,Mono County,83.44365385,16.55634615,0,0,0,0,8,14310,37.7,62260,34552,1713,11.9706499
632,2019,Monterey County,78.84615385,21.15384615,7.694807692,0,0,0,12,433410,34.4,71015,30073,54393,12.55001038
633,2019,Monterey County,78.84615385,21.15384615,7.694807692,0,0,0,12,433410,34.4,71015,30073,54393,12.55001038
634,2019,Napa County,83.50346154,16.49653846,4.203076923,0,0,0,49,139623,41.3,88596,45195,10614,7.601899401
635,2019,Napa County,83.50346154,16.49653846,4.203076923,0,0,0,49,139623,41.3,88596,45195,10614,7.601899401
636,2019,Nevada County,84.46384615,15.53615385,0.376153846,0,0,0,52,99244,50.5,66096,39233,10844,10.92660513
637,2019,Nevada County,84.46384615,15.53615385,0.376153846,0,0,0,52,99244,50.5,66096,39233,10844,10.92660513
638,2019,Orange County,37.24307692,62.75692308,10.46884615,3.846153846,0,0,35,3168044,38.1,90234,41514,340048,10.7336893
639,2019,Orange County,37.24307692,62.75692308,10.46884615,3.846153846,0,0,35,3168044,38.1,90234,41514,340048,10.7336893
640,2019,Placer County,84.0025,15.9975,0.481538462,0,0,0,24,385512,42,89691,43759,29588,7.674988068
641,2019,Placer County,84.0025,15.9975,0.481538462,0,0,0,24,385512,42,89691,43759,29588,7.674988068
642,2019,Plumas County,87.85884615,12.14115385,7.692307692,0,0,0,31,18660,52.3,55359,35198,2224,11.91854234
643,2019,Plumas County,87.85884615,12.14115385,7.692307692,0,0,0,31,18660,52.3,55359,35198,2224,11.91854234
644,2019,Riverside County,58.38788462,41.61211538,13.63326923,0.923846154,0,0,21,2411439,35.6,67005,28596,325279,13.48899972
645,2019,Riverside County,58.38788462,41.61211538,13.63326923,0.923846154,0,0,21,2411439,35.6,67005,28596,325279,13.48899972
646,2019,Sacramento County,84.265,15.735,1.377692308,0,0,0,10,1524553,36.2,67151,32751,220713,14.4772271
647,2019,Sacramento County,84.265,15.735,1.377692308,0,0,0,10,1524553,36.2,67151,32751,220713,14.4772271
648,2019,San Benito County,78.85461538,21.14538462,7.692307692,0,0,0,9,60376,35.7,86958,33174,5061,8.382469856
649,2019,San Benito County,78.85461538,21.14538462,7.692307692,0,0,0,9,60376,35.7,86958,33174,5061,8.382469856
650,2019,San Bernardino County,73.81769231,26.18230769,9.055769231,0.618653846,0,0,22,2149031,33.3,63362,25215,333613,15.5238803
651,2019,San Bernardino County,73.81769231,26.18230769,9.055769231,0.618653846,0,0,22,2149031,33.3,63362,25215,333613,15.5238803
652,2019,San Diego County,21.76673077,78.23326923,13.56115385,1.287307692,0,0,14,3316073,35.8,78980,38073,374787,11.30213358
653,2019,San Diego County,21.76673077,78.23326923,13.56115385,1.287307692,0,0,14,3316073,35.8,78980,38073,374787,11.30213358
654,2019,San Francisco County,84.58807692,15.41192308,0.054615385,0,0,0,13,874961,38.2,112449,68883,89030,10.17531067
655,2019,San Francisco County,84.58807692,15.41192308,0.054615385,0,0,0,13,874961,38.2,112449,68883,89030,10.17531067
656,2019,San Joaquin County,84.25538462,15.74461538,1.432307692,0,0,0,41,742603,34.3,64432,27521,105461,14.20153164
657,2019,San Joaquin County,84.25538462,15.74461538,1.432307692,0,0,0,41,742603,34.3,64432,27521,105461,14.20153164
658,2019,San Luis Obispo County,78.84615385,21.15384615,9.605,1.293846154,0,0,32,282165,39.2,73518,37233,33261,11.78778374
659,2019,San Luis Obispo County,78.84615385,21.15384615,9.605,1.293846154,0,0,32,282165,39.2,73518,37233,33261,11.78778374
660,2019,San Mateo County,81.44307692,18.55692308,6.118461538,0,0,0,39,767423,39.7,122641,61545,51085,6.656693896
661,2019,San Mateo County,81.44307692,18.55692308,6.118461538,0,0,0,39,767423,39.7,122641,61545,51085,6.656693896
662,2019,Santa Barbara County,78.84692308,21.15307692,9.615384615,3.5875,0.529038462,0,6,444829,33.8,74624,36039,57556,12.93890461
663,2019,Santa Barbara County,78.84692308,21.15307692,9.615384615,3.5875,0.529038462,0,6,444829,33.8,74624,36039,57556,12.93890461
664,2019,Santa Clara County,82.16173077,17.83826923,7.692307692,0,0,0,55,1927470,37.1,124055,56248,142534,7.394875147
665,2019,Santa Clara County,82.16173077,17.83826923,7.692307692,0,0,0,55,1927470,37.1,124055,56248,142534,7.394875147
666,2019,Santa Cruz County,80.70307692,19.29692308,7.692307692,0,0,0,19,273962,37.8,82234,41312,34419,12.5634212
667,2019,Santa Cruz County,80.70307692,19.29692308,7.692307692,0,0,0,19,273962,37.8,82234,41312,34419,12.5634212
668,2019,Shasta County,83.75634615,16.24365385,7.623461538,0,0,0,25,179212,41.5,54667,29720,29423,16.4179854
669,2019,Shasta County,83.75634615,16.24365385,7.623461538,0,0,0,25,179212,41.5,54667,29720,29423,16.4179854
670,2019,Sierra County,84.36980769,15.63019231,7.165384615,0,0,0,50,3040,54.8,52148,33747,291,9.572368421
671,2019,Sierra County,84.36980769,15.63019231,7.165384615,0,0,0,50,3040,54.8,52148,33747,291,9.572368421
672,2019,Siskiyou County,75.63634615,24.36365385,15.21076923,8.438461538,1.357692308,0,56,43468,47.8,45241,28615,8102,18.6389988
673,2019,Siskiyou County,75.63634615,24.36365385,15.21076923,8.438461538,1.357692308,0,56,43468,47.8,45241,28615,8102,18.6389988
674,2019,Solano County,84.61538462,15.38461538,0,0,0,0,26,441829,38.1,81472,35400,41121,9.306994335
675,2019,Solano County,84.61538462,15.38461538,0,0,0,0,26,441829,38.1,81472,35400,41121,9.306994335
676,2019,Sonoma County,81.02038462,18.97961538,7.390769231,0,0,0,46,499772,42.1,81018,42178,45418,9.087744011
677,2019,Sonoma County,81.02038462,18.97961538,7.390769231,0,0,0,46,499772,42.1,81018,42178,45418,9.087744011
678,2019,Stanislaus County,83.28730769,16.71269231,5.278461538,0,0,0,5,543194,34.1,60704,26258,81415,14.98819943
679,2019,Stanislaus County,83.28730769,16.71269231,5.278461538,0,0,0,5,543194,34.1,60704,26258,81415,14.98819943
680,2019,Sutter County,82.69230769,17.30769231,7.692307692,0,0,0,38,96109,35.7,59050,27371,14687,15.28160734
681,2019,Sutter County,82.69230769,17.30769231,7.692307692,0,0,0,38,96109,35.7,59050,27371,14687,15.28160734
682,2019,Tehama County,82.79961538,17.20038462,6.840769231,0,0,0,7,63912,41,44514,24301,13930,21.79559394
683,2019,Tehama County,82.79961538,17.20038462,6.840769231,0,0,0,7,63912,41,44514,24301,13930,21.79559394
684,2019,Trinity County,81.24230769,18.75769231,9.249230769,1.598461538,0,0,20,12700,52.5,40846,26523,2372,18.67716535
685,2019,Trinity County,81.24230769,18.75769231,9.249230769,1.598461538,0,0,20,12700,52.5,40846,26523,2372,18.67716535
686,2019,Tulare County,83.44269231,16.55730769,1.346923077,0,0,0,15,461898,31,49687,21380,108512,23.49263257
687,2019,Tulare County,83.44269231,16.55730769,1.346923077,0,0,0,15,461898,31,49687,21380,108512,23.49263257
688,2019,Tuolumne County,87.64038462,12.35961538,0,0,0,0,40,54045,48.4,60108,34702,6443,11.92154686
689,2019,Tuolumne County,87.64038462,12.35961538,0,0,0,0,40,54045,48.4,60108,34702,6443,11.92154686
690,2019,Ventura County,78.84615385,21.15384615,9.615384615,4.724807692,2.567115385,0,36,847263,38.1,88131,38595,74645,8.810133335
691,2019,Ventura County,78.84615385,21.15384615,9.615384615,4.724807692,2.567115385,0,36,847263,38.1,88131,38595,74645,8.810133335
692,2019,Yolo County,84.07576923,15.92423077,2.451538462,0,0,0,51,217352,31,70228,34515,39919,18.36606058
693,2019,Yolo County,84.07576923,15.92423077,2.451538462,0,0,0,51,217352,31,70228,34515,39919,18.36606058
694,2019,Yuba County,82.86576923,17.13423077,6.968461538,0,0,0,44,76360,32.8,58054,25583,11572,15.15453117
695,2019,Yuba County,82.86576923,17.13423077,6.968461538,0,0,0,44,76360,32.8,58054,25583,11572,15.15453117
